BcnA	1	186	WP_006482463.1,YceI	186	1	186	372	100.000	1.05e-132
BcnA	1	186	WP_046544966.1,YceI	186	1	186	370	99.462	7.48e-132
BcnA	1	186	WP_060966873.1,YceI	186	1	186	368	98.925	3.55e-131
BcnA	1	186	WP_085041832.1,YceI	186	1	186	367	98.387	1.51e-130
BcnA	1	186	WP_034187440.1,YceI	186	1	186	366	97.849	2.67e-130
BcnA	1	186	WP_011656003.1,YceI	186	1	186	364	97.312	1.69e-129
BcnA	1	186	WP_042972699.1,YceI	186	1	186	362	96.237	1.24e-128
BcnA	1	186	WP_128843130.1,YceI	186	1	186	360	96.237	4.12e-128
BcnA	1	186	WP_047901136.1,YceI	186	1	186	359	96.237	1.44e-127
BcnA	1	186	WP_011350991.1,YceI	186	1	186	355	94.624	6.76e-126
BcnA	1	186	WP_006765133.1,YceI	186	1	186	345	91.935	4.68e-122
BcnA	1	186	WP_027788341.1,YceI	186	1	186	342	95.699	7.51e-121
BcnA	1	186	WP_069747636.1,YceI	186	1	186	340	95.161	8.30e-120
BcnA	1	186	WP_031402156.1,YceI	186	1	186	337	93.548	1.00e-118
BcnA	1	186	WP_069257936.1,YceI	186	1	186	333	93.548	3.46e-117
BcnA	1	186	WP_059882672.1,YceI	186	1	186	329	88.710	9.50e-116
BcnA	1	186	WP_006410365.1,YceI	186	1	186	328	93.011	2.55e-115
BcnA	1	186	WP_064269103.1,YceI	186	1	186	328	84.946	3.25e-115
BcnA	1	186	WP_011883312.1,YceI	186	1	186	326	93.011	2.26e-114
BcnA	1	186	WP_069226336.1,YceI	186	1	186	322	94.086	4.67e-113
BcnA	1	186	WP_059507004.1,YceI	186	1	186	320	93.548	5.63e-112
BcnA	1	186	WP_040144880.1,YceI	186	1	186	314	94.624	1.11e-109
BcnA	1	186	WP_045566648.1,YceI	186	1	186	313	89.247	1.48e-109
BcnA	1	186	WP_004194156.1,YceI	186	1	186	310	85.484	3.96e-108
BcnA	1	186	WP_059516019.1,YceI	186	1	186	308	84.946	3.92e-107
BcnA	1	186	WP_009691579.1,YceI	186	1	186	307	94.086	8.00e-107
BcnA	1	186	WP_010106308.1,YceI	186	1	186	303	84.409	2.32e-105
BcnA	1	186	WP_004202184.1,YceI	186	1	186	296	86.022	1.10e-102
BcnA	1	186	WP_015601796.1,YceI	186	1	186	293	84.409	1.35e-101
BcnA	1	186	WP_011486826.1,YceI	187	1	186	290	75.269	4.05e-100
BcnA	1	184	WP_012431765.1,YceI	187	1	184	289	75.543	7.08e-100
BcnA	1	184	WP_012431765.1,YceI	187	1	184	289	75.543	7.08e-100
BcnA	1	186	WP_009889190.1,YceI	186	1	186	288	84.409	1.28e-99
BcnA	1	184	WP_095417447.1,YceI	187	1	184	287	76.087	5.62e-99
BcnA	1	184	WP_114196488.1,YceI	187	1	184	283	74.457	1.79e-97
BcnA	1	184	WP_094778036.1,YceI	188	1	184	281	73.913	7.89e-97
BcnA	1	186	WP_153137212.1,polyisoprenoid-binding	187	1	186	276	76.344	1.33e-94
BcnA	1	186	WP_064272575.1,YceI	187	1	186	275	75.806	1.93e-94
BcnA	1	184	WP_042328403.1,YceI	187	1	184	275	75.543	2.71e-94
BcnA	1	186	WP_012734686.1,YceI	186	1	186	271	79.570	6.71e-93
BcnA	1	184	WP_131317801.1,YceI	187	1	184	269	75.543	5.81e-92
BcnA	1	186	WP_042623894.1,YceI	186	1	186	268	80.108	1.22e-91
BcnA	1	186	WP_036048216.1,YceI	186	1	186	266	79.570	1.13e-90
BcnA	1	186	WP_027196725.1,YceI	187	1	186	264	75.269	8.59e-90
BcnA	1	184	WP_102630553.1,YceI	187	1	184	264	74.457	8.88e-90
BcnA	1	186	WP_115102656.1,YceI	187	1	186	261	67.742	1.16e-88
BcnA	1	186	WP_167403497.1,YceI	191	5	190	260	66.667	2.11e-88
BcnA	1	186	WP_090803071.1,YceI	187	1	186	259	74.194	7.02e-88
BcnA	1	186	WP_085963892.1,YceI	187	1	186	258	66.129	1.69e-87
BcnA	1	186	WP_042302452.1,YceI	195	1	194	258	67.692	2.05e-87
BcnA	1	186	WP_028198864.1,YceI	187	1	186	258	76.344	2.53e-87
BcnA	1	186	WP_028198864.1,YceI	187	1	186	258	76.344	2.53e-87
BcnA	1	184	WP_153076175.1,polyisoprenoid-binding	187	1	184	256	71.739	8.25e-87
BcnA	1	186	WP_114200237.1,YceI	187	1	186	256	66.129	8.62e-87
BcnA	1	186	WP_154559999.1,polyisoprenoid-binding	187	1	186	256	66.667	8.72e-87
BcnA	4	186	WP_085488116.1,YceI	191	8	190	256	68.306	9.04e-87
BcnA	1	186	WP_153101303.1,polyisoprenoid-binding	187	1	186	255	72.043	1.54e-86
BcnA	1	186	WP_115777828.1,YceI	187	1	186	255	66.667	1.68e-86
BcnA	1	186	WP_073428234.1,YceI	187	1	186	255	74.731	1.72e-86
BcnA	1	186	WP_073428234.1,YceI	187	1	186	255	74.731	1.72e-86
BcnA	1	186	WP_006047920.1,YceI	187	1	186	255	75.806	2.09e-86
BcnA	1	186	WP_093632916.1,YceI	187	1	186	255	66.129	2.49e-86
BcnA	1	184	WP_090532601.1,YceI	187	1	184	255	71.196	2.64e-86
BcnA	9	186	WP_131321202.1,YceI	179	1	178	253	69.101	8.73e-86
BcnA	1	184	WP_093644603.1,YceI	187	1	184	253	76.630	1.23e-85
BcnA	1	184	WP_115781879.1,YceI	187	1	184	253	76.630	1.64e-85
BcnA	1	186	WP_093633230.1,YceI	186	1	185	253	65.054	1.77e-85
BcnA	1	186	WP_154564367.1,polyisoprenoid-binding	186	1	185	253	65.591	1.93e-85
BcnA	1	184	WP_128594280.1,YceI	187	1	184	253	75.000	2.07e-85
BcnA	4	186	WP_012427704.1,YceI	191	8	190	252	66.120	3.70e-85
BcnA	1	186	WP_107709079.1,YceI	187	1	186	252	65.591	4.64e-85
BcnA	4	186	WP_064269175.1,YceI	191	8	190	251	65.027	5.93e-85
BcnA	3	186	WP_011491274.1,YceI	191	7	190	251	66.304	6.83e-85
BcnA	4	186	WP_094782004.1,YceI	191	8	190	251	66.120	7.22e-85
BcnA	1	186	WP_074267005.1,YceI	186	1	185	251	65.591	8.38e-85
BcnA	1	186	WP_042263754.1,YceI	186	1	186	250	69.892	1.50e-84
BcnA	1	186	WP_042328196.1,YceI	188	1	187	250	65.241	2.13e-84
BcnA	1	186	WP_074262424.1,YceI	187	1	186	250	69.355	2.45e-84
BcnA	7	186	WP_134463760.1,YceI	191	11	190	250	67.222	2.57e-84
BcnA	1	186	WP_042277270.1,YceI	187	1	186	250	65.054	2.80e-84
BcnA	1	186	WP_042277270.1,YceI	187	1	186	250	65.054	2.80e-84
BcnA	1	184	WP_154566666.1,polyisoprenoid-binding	187	1	184	249	75.000	3.41e-84
BcnA	1	186	WP_073427362.1,YceI	191	1	190	249	63.684	6.45e-84
BcnA	1	186	WP_073427362.1,YceI	191	1	190	249	63.684	6.45e-84
BcnA	3	186	WP_095422707.1,YceI	191	7	190	248	64.674	9.99e-84
BcnA	1	186	WP_153141188.1,polyisoprenoid-binding	187	1	186	248	64.516	1.54e-83
BcnA	1	186	WP_085483678.1,YceI	187	1	186	248	76.882	1.60e-83
BcnA	1	186	WP_115103768.1,YceI	187	1	186	248	73.656	1.69e-83
BcnA	1	186	WP_015001637.1,YceI	187	1	186	247	75.806	3.11e-83
BcnA	1	184	WP_091009976.1,YceI	187	1	184	246	73.913	7.98e-83
BcnA	28	186	WP_118178514.1,YceI	187	28	186	239	70.440	6.99e-80
BcnA	1	184	WP_024163024.1,YceI	189	3	186	238	63.587	2.09e-79
BcnA	27	186	WP_090810112.1,YceI	191	31	190	237	71.250	3.74e-79
BcnA	7	186	WP_012403478.1,YceI	193	13	192	237	64.444	4.04e-79
BcnA	24	186	WP_090546209.1,YceI	196	33	195	236	67.485	1.07e-78
BcnA	28	186	WP_147236764.1,YceI	179	20	178	235	69.811	1.24e-78
BcnA	28	186	WP_131240195.1,YceI	179	20	178	234	68.553	4.00e-78
BcnA	27	186	WP_027193988.1,YceI	191	31	190	234	70.000	6.80e-78
BcnA	28	186	WP_103254606.1,YceI	179	20	178	232	67.925	3.06e-77
BcnA	28	183	WP_081771478.1,YceI	199	40	195	232	68.590	3.22e-77
BcnA	1	184	WP_147234454.1,YceI	187	1	184	230	67.391	1.41e-76
BcnA	28	183	WP_084068662.1,YceI	199	40	195	230	66.667	2.46e-76
BcnA	28	183	WP_133182429.1,YceI	199	40	195	230	67.949	2.97e-76
BcnA	16	186	WP_129561226.1,YceI	200	29	199	230	61.988	3.50e-76
BcnA	28	183	WP_110856665.1,YceI	199	40	195	229	66.667	4.45e-76
BcnA	1	184	WP_090835938.1,YceI	187	1	184	228	66.848	1.51e-75
BcnA	1	184	WP_087732571.1,YceI	187	1	184	227	67.935	2.01e-75
BcnA	1	184	WP_090870713.1,YceI	187	1	184	225	69.022	1.81e-74
BcnA	1	184	WP_042313151.1,YceI	187	1	184	225	66.848	2.04e-74
BcnA	1	186	WP_106854757.1,YceI	185	1	184	223	68.817	1.70e-73
BcnA	28	183	WP_036044288.1,YceI	178	19	174	222	63.462	1.86e-73
BcnA	17	183	WP_065065178.1,YceI	178	8	174	221	61.078	2.88e-73
BcnA	1	184	WP_012401907.1,YceI	187	1	184	219	66.304	2.13e-72
BcnA	1	186	WP_016344285.1,YceI	185	1	184	219	68.280	2.35e-72
BcnA	28	183	WP_043283549.1,YceI	194	35	190	213	62.179	9.83e-70
BcnA	24	183	WP_134192402.1,YceI	194	31	190	213	68.750	1.35e-69
BcnA	32	184	WP_027817813.1,YceI	194	39	191	209	66.013	6.06e-68
BcnA	22	183	WP_084162124.1,YceI	204	35	196	206	58.642	5.41e-67
BcnA	32	184	WP_103706311.1,YceI	194	39	191	205	64.706	1.62e-66
BcnA	29	184	WP_042299580.1,YceI	191	33	188	203	61.538	8.11e-66
BcnA	18	184	WP_074986791.1,YceI	195	24	192	201	60.947	5.59e-65
BcnA	32	184	WP_133183012.1,YceI	195	40	192	199	61.438	4.13e-64
BcnA	24	183	WP_090542619.1,YceI	191	28	187	199	60.000	4.23e-64
BcnA	32	184	WP_028211715.1,YceI	190	35	187	196	59.477	4.58e-63
BcnA	32	184	WP_028225873.1,YceI	194	39	191	196	59.477	6.26e-63
BcnA	2	186	WP_016723720.1,polyisoprenoid-binding	188	3	187	195	54.054	1.35e-62
BcnA	2	186	WP_016723720.1,polyisoprenoid-binding	188	3	187	195	54.054	1.35e-62
BcnA	32	184	WP_110384290.1,YceI	195	40	192	194	59.477	2.15e-62
BcnA	32	184	WP_042266224.1,YceI	195	40	192	194	59.477	2.45e-62
BcnA	28	183	WP_053822490.1,YceI	190	30	185	193	58.974	9.85e-62
BcnA	35	184	WP_043201556.1,YceI	195	43	192	192	60.667	2.13e-61
BcnA	32	184	WP_051481689.1,YceI	195	40	192	192	59.477	2.92e-61
BcnA	15	186	WP_045787768.1,polyisoprenoid-binding	190	9	189	191	55.801	3.35e-61
BcnA	38	183	WP_129562717.1,YceI	195	46	191	189	60.959	3.59e-60
BcnA	38	183	WP_028223063.1,YceI	195	46	191	187	60.959	2.56e-59
BcnA	13	183	WP_008641904.1,YceI	191	11	185	186	52.571	7.67e-59
BcnA	21	186	WP_012436385.1,YceI	190	24	189	182	55.422	1.67e-57
BcnA	15	186	WP_021195977.1,YceI	188	9	187	179	52.514	2.61e-56
BcnA	20	186	WP_090836574.1,YceI	191	24	190	174	48.503	1.79e-54
BcnA	12	185	WP_115783034.1,YceI	185	10	183	174	45.977	3.05e-54
BcnA	31	186	WP_018990445.1,YceI	197	38	193	173	51.282	8.49e-54
BcnA	3	185	WP_013595777.1,YceI	192	1	187	164	48.663	1.80e-50
BcnA	32	183	WP_013293448.1,YceI	190	31	182	163	51.974	4.65e-50
BcnA	10	183	WP_013029484.1,YceI	192	8	184	163	46.328	6.28e-50
BcnA	20	183	WP_009205166.1,YceI	181	16	179	162	45.122	8.82e-50
BcnA	13	184	WP_153111269.1,polyisoprenoid-binding	193	13	188	161	47.727	2.17e-49
BcnA	9	182	WP_124945955.1,YceI	185	5	178	160	43.103	3.98e-49
BcnA	32	182	WP_008063664.1,YceI	195	40	190	160	50.331	4.67e-49
BcnA	32	185	WP_041100284.1,YceI	188	31	184	159	51.299	2.77e-48
BcnA	32	185	WP_011796558.1,YceI	192	34	187	157	51.948	8.51e-48
BcnA	31	183	WP_013293350.1,YceI	185	29	177	157	52.288	1.05e-47
BcnA	11	184	WP_015832059.1,YceI	187	8	183	153	43.182	3.84e-46
BcnA	32	184	WP_011238661.1,YceI	197	39	191	152	47.059	9.30e-46
BcnA	32	184	WP_018509468.1,YceI	197	38	190	152	46.405	1.38e-45
BcnA	8	185	WP_018077459.1,YceI	189	9	187	152	42.458	1.47e-45
BcnA	9	185	WP_026686825.1,YceI	192	13	189	151	42.373	1.81e-45
